image,Bud Cluster,Flower,Fruit,catalogNumber,gbifID,institutionCode,recordedBy,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,specificEpithet
1999012358,2,2,2,1999012358,1999012358,NEBC,E. S. Hoar,1858-06-08,159,159,1858,6,8,"June 8, 1858",Massachusetts,Middlesex County,Concord,Waltham road,42.40172,-71.338,645.04 m,Raphanus raphanistrum L.,raphanistrum
2234331908,4,5,2,2234331908,2234331908,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Lee,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897882372,0,3,14,3897882372,3897882372,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Somerset,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4075454244,3,1,2,4075454244,4075454244,DOV,Henry R. Baker,1923-06-23,174,174,1923,6,23,NA,Delaware,New Castle,NA,Newark,39.68192,-75.75135,2250,Raphanus raphanistrum L.,raphanistrum
3865378422,2,2,19,3865378422,3865378422,PH,Benjamin H. Smith,1900-07-04,185,185,1900,7,4,NA,Pennsylvania,Delaware,NA,Tinicum,39.861576,-75.267284,4474.0,Raphanus raphanistrum L.,raphanistrum
3865374378,0,0,8,3865374378,3865374378,PH,Walter M. Benner,1931-07-13,194,194,1931,7,13,NA,Pennsylvania,Bucks,NA,Bristol,40.100666,-74.851831,2062.0,Raphanus sativus L.,sativus
SML_5198174852,1,2,25,SML_5198174852,5198174852,CAS,"Halse, Richard R.",1995-04-25,115,115,1995,4,25,25 Apr 1995,Oregon,Lane County,NA,"Along State Hwy. 126, 4.8 miles east of its junction with U.S. Hwy. 101 in Florence.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344481241,0,3,2,3344481241,3344481241,CLEMS,C. J. Hutto,1995-03-31,90,90,1995,3,31,NA,South Carolina,Colleton,NA,Colleton,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4067794448,2,4,44,4067794448,4067794448,MCA,"R. L. Schaeffer, Jr.",1965-06-23,174,174,1965,6,23,NA,Pennsylvania,Carbon,NA,1 mile NE of Forest Inn,40.869227,-75.579694,4807.0,Raphanus raphanistrum L.,raphanistrum
2573009258,0,13,21,2573009258,2573009258,VT,"Hill, S. R.",1996-04-09,100,100,1996,4,9,9 April 1996,Georgia,Bulloch,NA,"W side GA Rt. 67, margin of Black Creek, 1.5 mi NW of Co. Rt. 317, SE of Statesboro. 5.8 mi SE of Lotts Creek crossing.",32.512453,-81.972084,3731.0,Raphanus raphanistrum L.,raphanistrum
2430431896,0,6,9,2430431896,2430431896,RSA,Edith Allen,1939-07-03,184,184,1939,7,3,"July 3, 1939",California,San Bernardino,NA,Big Bear.,NA,NA,NA,Raphanus sativus L.,sativus
5074461244,5,2,4,5074461244,5074461244,University of Rhode Island,NA,1881-05,NA,NA,1881,5,NA,NA,New Jersey,Ocean,Point Pleasant,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3496963417,2,17,6,3496963417,3496963417,ODU,Roger A. Walker,1970-04-16,106,106,1970,4,16,NA,Virginia,Suffolk City,NA,"Along Route 135, 1.9 miles west of junction of Route 135 and U.S. Hwy 17",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5106272375,2,8,12,5106272375,5106272375,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Chesterfield,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
1998900001,0,3,19,1998900001,1998900001,NEBC,[no data available],1886-10-03,276,276,1886,10,3,"Oct. 3, 1886",Massachusetts,Middlesex County,Belmont,Belmont,42.39856,-71.18349,2575,Raphanus raphanistrum L.,raphanistrum
3865101231,0,2,3,3865101231,3865101231,PH,Edgar T. Wherry,1953-05-27,147,147,1953,5,27,NA,Pennsylvania,Chester,NA,1.5 mi. S of Chester Springs,40.078371,-75.615414,1977.0,Raphanus raphanistrum L.,raphanistrum
4102218534,4,5,7,4102218534,4102218534,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,King William,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067925813,1,5,37,5067925813,5067925813,University of New Hampshire,H. G. Jesup,1885-07-27,208,208,1885,7,27,NA,New Hampshire,Grafton,Hanover,ground,43.71556,-72.19101,9733.0,Raphanus raphanistrum L.,raphanistrum
3969778966,0,1,4,3969778966,3969778966,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070543301,1,20,36,5070543301,5070543301,BALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
3357380410,3,4,12,3357380410,3357380410,GMUF,Ted Bradley,1979-10-08,281,281,1979,10,8,8 Oct 1979,Virginia,Northampton,NA,Jct. of U.S. 13 and Bus. U.S. 13 in n. Exmore.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969795116,0,1,7,3969795116,3969795116,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998985206,4,5,12,1998985206,1998985206,GH,B. L. Robinson,1897-07-19,200,200,1897,7,19,19 July 1897,New Hampshire,Hillsborough County,Peterborough,Peterborough,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4010710685,0,1,8,4010710685,4010710685,APCR,Harry E. Ahles,1979-07-05,186,186,1979,7,5,"July 5, 1979",Massachusetts,Hampshire,NA,"Northampton, Daymon Road near railroad.",42.338,-72.63613,70,Raphanus raphanistrum L.,raphanistrum
5103891117,0,2,7,5103891117,5103891117,WILLI,"Greaves, James M",1975-05-05,125,125,1975,5,5,NA,Virginia,James City,NA,S of Rt 60 near Busch Gardens; near Williamsburg,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067926815,5,13,6,5067926815,5067926815,University of New Hampshire,P. B. Weatherbee;,1987-06-08,159,159,1987,6,8,NA,Massachusetts,Berkshire,Williamstown,NA,42.68476,-73.22833,8663.0,Raphanus raphanistrum L.,raphanistrum
3969593863,1,9,17,3969593863,3969593863,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859112611,1,3,8,2859112611,2859112611,CM,"Isaac, B.L.; Isaac, J.A.",1990-07-25,206,206,1990,7,25,25 Jul 1990,Pennsylvania,Lawrence,NA,ca 1 mi SE of New Bedford along Marr Road,41.097037,-80.496929,3206.0,Raphanus sativus L.,sativus
2452240171,0,0,12,2452240171,2452240171,US,C. Batchelder,1913-08-30,242,242,1913,8,30,NA,New Hampshire,NA,NA,Peterborough. open roadside.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070845109,0,9,6,5070845109,5070845109,MARY,Wayne D. Longbottom,2012-04-09,100,100,2012,4,9,4/9/12,Maryland,Caroline,NA,"W of Denton, MD Rte 404, Shore Highway, at Saathoff Road",38.917733,-75.909072,NA,Raphanus sativus L.,sativus
3707766885,2,4,1,3707766885,3707766885,MMNS,Richard Carter; W.W. Baker,2013-03-21,80,80,2013,3,21,2013-03-21,Georgia,Miller,NA,"Mayhaw WMA, Willoughby Tract, E of Springhead Rd., along wind row in long field.",31.21909,-84.80658,NA,Raphanus raphanistrum L.,raphanistrum
3855480749,1,5,15,3855480749,3855480749,UF,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820607955,1,12,53,3820607955,3820607955,OSU,"Albert N. Steward; Albert N. Steward, David Steward",1955-07-04,185,185,1955,7,4,NA,Oregon,Lane,NA,east of Cottage Grove.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3091204934,3,7,3,3091204934,3091204934,ASC,J. M. Rominger,1990-03-16,75,75,1990,3,16,NA,California,San Luis Obispo,NA,Near Cambria,35.569267,-121.1104,NA,Raphanus sativus L.,sativus
5070543317,0,2,4,5070543317,5070543317,BALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
2234331733,0,1,46,2234331733,2234331733,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Wayne,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430455554,1,3,0,2430455554,2430455554,RSA,Doris Hoover Bowers,1954-04-05,95,95,1954,4,5,5 Apr 1954,California,Los Angeles,NA,LaVerne hills,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430287328,0,2,26,2430287328,2430287328,RSA,L. C. Wheeler,1968-04-13,104,104,1968,4,13,13 Apr 1968,California,Los Angeles,NA,San Gabriel Mountains: Ridge south of mouth of Big Dalton Canyon.,34.157909,-117.828874,1200.0,Raphanus raphanistrum L.,raphanistrum
5103891681,4,4,24,5103891681,5103891681,WILLI,"Smith, Eddie",1978-06-20,171,171,1978,6,20,NA,Virginia,Hanover,NA,E of Rt 654 at Hwy 301,37.707662,-77.383805,2501.0,Raphanus raphanistrum L.,raphanistrum
3865096294,0,2,8,3865096294,3865096294,PH,Paul R. Wagner,1934-08-27,239,239,1934,8,27,NA,Pennsylvania,Schuylkill,NA,1.5 mi. S of Tamaqua,40.775573,-75.979671,1391.0,Raphanus raphanistrum L.,raphanistrum
3865109355,1,2,10,3865109355,3865109355,PH,"Robert L. Schaeffer, Jr.",1954-07-16,197,197,1954,7,16,NA,Pennsylvania,Northampton,NA,2 mi. NW of Riverton,40.848367,-75.113093,1630.0,Raphanus raphanistrum L.,raphanistrum
SML_1999035968,4,5,18,SML_1999035968,1999035968,GH,L. M. Parker,1888-09-02,246,246,1888,9,2,NA,New York,Westchester County,NA,"Pine Cottage, Port Chester",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865375343,0,11,30,3865375343,3865375343,PH,Charles S. Williamson,1907-06-22,173,173,1907,6,22,NA,Pennsylvania,Delaware,NA,Lester,39.872008,-75.285821,1302.0,Raphanus raphanistrum L.,raphanistrum
3820613941,1,17,0,3820613941,3820613941,OSU,Edmund P. Sheldon; E.P. Sheldon,1902-06-25,176,176,1902,6,25,NA,Oregon,Multnomah,NA,"Lower Albina, Portland.",45.5407,-122.6674,1609.0,Raphanus sativus L.,sativus
3897882364,2,0,7,3897882364,3897882364,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Somerset,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2512865335,0,0,6,2512865335,2512865335,US,C. L. Pollard,1894-06-25,176,176,1894,6,25,NA,Connecticut,NA,NA,The Vicinity of Green's Farms.,41.12696,-73.31896,2350,Raphanus raphanistrum L.,raphanistrum
3865108378,0,5,2,3865108378,3865108378,PH,"Robert L. Schaeffer, Jr.",1942-06-08,159,159,1942,6,8,NA,Pennsylvania,Northampton,NA,0.5 mi. N of Hellertown,40.58679,-75.340735,1400.0,Raphanus sativus L.,sativus
1998739118,4,11,18,1998739118,1998739118,NEBC,W. Deane,1896-07-14,196,196,1896,7,14,July 14-1896,New Hampshire,Coos County,Whitefield,Whitefield,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234329354,0,0,20,2234329354,2234329354,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Bamberg,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865374381,0,14,37,3865374381,3865374381,PH,William H. Witte,1932-07-09,191,191,1932,7,9,July 9 1932,New Jersey,Camden,NA,Cooper's Point RR Freight yard,NA,NA,NA,Raphanus sativus L.,sativus
3865362255,0,9,20,3865362255,3865362255,PH,C. H.,1896-06-19,171,171,1896,6,19,NA,Pennsylvania,Northampton,NA,"College Hill, Easton",40.703229,-75.207386,1373.0,Raphanus raphanistrum L.,raphanistrum
2573113018,2,0,29,2573113018,2573113018,VT,NA,1902-08-07,219,219,1902,8,7,1902-8-7,New Hampshire,Grafton,Haverhill,Woodsville,44.07474,-71.99546,9681.0,Raphanus raphanistrum L.,raphanistrum
2234331965,6,5,20,2234331965,2234331965,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Northampton,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3820611004,6,9,3,3820611004,3820611004,OSU,Orlin L. Ireland,1938-03-18,77,77,1938,3,18,NA,Oregon,Douglas,NA,2-3 miles north of Drain.,43.698425,-123.3175,4828.0,Raphanus raphanistrum L.,raphanistrum
3969595098,3,12,16,3969595098,3969595098,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3897880637,0,0,5,3897880637,3897880637,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Atlantic,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865377305,1,6,7,3865377305,3865377305,PH,Harold W. Pretz,1912-08-15,228,228,1912,8,15,NA,Pennsylvania,Lehigh,NA,"vicinity of Allentown, along Coopersburg Pike, 12th Ward",NA,NA,NA,Raphanus sativus L.,sativus
3865107330,1,9,14,3865107330,3865107330,PH,Paul R. Wagner,1937-06-12,163,163,1937,6,12,"June 12, 1937",Pennsylvania,Schuylkill,NA,0.5 mi. S of Nuremburg,40.932285,-76.171601,801.0,Raphanus sativus L.,sativus
5028857010,1,16,19,5028857010,5028857010,UTC,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Laurens,NA,NA,32.5235,-82.9484,NA,Raphanus raphanistrum L.,raphanistrum
4081344406,0,0,12,4081344406,4081344406,EIU,"Chase, Mary Agnes",1905-06-25,176,176,1905,6,25,NA,Virginia,NA,NA,Cape Henry. Dry sand along trolly.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4912308175,7,9,3,4912308175,4912308175,BRY,Virginia Alexson,1964-06-18,170,170,1964,6,18,1964-6-18,California,San Joaquin,NA,Three miles north of Stockton.,NA,NA,NA,Raphanus sativus L.,sativus
2234332830,0,0,3,2234332830,2234332830,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Kershaw,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865104320,0,2,3,3865104320,3865104320,PH,Bayard Long,1949-07-21,202,202,1949,7,21,July 21 1949,New Jersey,Mercer,NA,just S of White Horse,40.182665,-74.703748,1239.0,Raphanus sativus L.,sativus
5067927814,0,0,18,5067927814,5067927814,University of New Hampshire,C. F. Batchelder,1926-07-23,204,204,1926,7,23,NA,New Hampshire,Hillsborough,Peterborough,waste ground,42.89051,-71.93935,7291.0,Raphanus raphanistrum L.,raphanistrum
3709838781,4,14,24,3709838781,3709838781,GA,"Zomlefer, Wendy",2014-04-17,107,107,2014,4,17,NA,Georgia,Sumter County,NA,Andersonville National Historic Site: cleared area on w side of GA-49 at entrance gate (service road) to park property to Boy Scout/CCC Camp.,32.20344,-84.1339,NA,Raphanus raphanistrum L.,raphanistrum
3865093281,0,4,15,3865093281,3865093281,PH,Paul R. Wagner,1935-08-09,221,221,1935,8,9,NA,Pennsylvania,Schuylkill,NA,7 mi. E of Pinegrove,40.548346,-76.251169,3122.0,Raphanus raphanistrum L.,raphanistrum
3744712413,0,1,3,3744712413,3744712413,UNA,Rebecca Deramus,1962-04-10,100,100,1962,4,10,4/10/1962,Alabama,Tuscaloosa,NA,On S.E. rim of Bryces [Hospital] in Tuscaloosa,33.21,-87.53,NA,Raphanus sativus L.,sativus
75601,2,5,2,75601,4404866744,RENO,N.D. Atwood,1993-03-26,85,85,1993,3,26,NA,California,Orange,NA,"Along Hwy 74, 6 miles NE of San Juan Capistrano.",33.514857,-117.566003,301.0,Raphanus sativus L.,sativus
2517603142,0,0,9,2517603142,2517603142,NA,Turner M,1964-03-30,90,90,1964,3,30,NA,Georgia,NA,NA,"Georgia Southern College, behind Home Management Building.",32.42448,-81.78369,NA,Raphanus raphanistrum L.,raphanistrum
3865363254,0,5,22,3865363254,3865363254,PH,Herbert A. Wahl,1945-08-15,227,227,1945,8,15,NA,Pennsylvania,Centre,NA,3.5 mi. NW of Bellefonte,NA,NA,NA,Raphanus sativus L.,sativus
3865378418,0,4,21,3865378418,3865378418,PH,Walter M. Benner,1921-06-12,163,163,1921,6,12,"June 12, 1921",Pennsylvania,Bucks,NA,near Doylestown,40.310106,-75.129894,3262.0,Raphanus raphanistrum L.,raphanistrum
3865092214,0,3,24,3865092214,3865092214,PH,G. Mekeel,1917-07-25,206,206,1917,7,25,NA,New York,Cortland,NA,"Little York Lake, Preble",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998844103,3,10,12,1998844103,1998844103,NEBC,A. S. Pease,1908-06-29,181,181,1908,6,29,"29 June, 1908",New Hampshire,Coos County,Berlin,Berlin,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
SML_5198194850,5,14,23,SML_5198194850,5198194850,CAS,"Halse, Richard R.",2014-07-21,202,202,2014,7,21,21 July 2014,Oregon,Coos County,NA,Just south of Bandon along Mars Lane by its intersection with Rohrer Road.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2270488411,4,3,36,2270488411,2270488411,ASU,R. Dale,1972-05-02,123,123,1972,5,2,2 May 1972,Louisiana,Ouachita,NA,"403 Stevenson Drive, N. of Monroe, OUACHITA Parish",32.583861,-92.062861,60.0,Raphanus sativus L.,sativus
CDA-0043944,0,7,29,CDA-0043944,3059684850,CDA,Barbara Ertter; Richard K. Brummitt,1998-05-13,133,133,1998,5,13,5/13/1998,California,Contra Costa,NA,"North Gate Road on west side of Mount Diablo, hairpin turn opposite Angel Kerley trailhead.",37.88,-121.96,301.0,Raphanus raphanistrum L.,raphanistrum
4912153302,4,7,17,4912153302,4912153302,BRY,Larry Reynolds,1984-05-05,126,126,1984,5,5,1984-5-5,California,Yolo,NA,Putah Creek at Pedrick Raod.,NA,NA,NA,Raphanus sativus L.,sativus
3865376390,0,0,2,3865376390,3865376390,PH,Bayard Long,1950-10-26,299,299,1950,10,26,NA,Pennsylvania,Bucks,NA,Doyle Street at Wern edge of Doylestown,40.312904,-75.135623,529.0,Raphanus sativus L.,sativus
5103853160,0,0,7,5103853160,5103853160,WILLI,"Plunkett, Gregory M",1989-05-26,146,146,1989,5,26,5/26/1989,Virginia,Isle of Wight,NA,"One large colony on roadside at edge of farm along St. Rt. 646, c. 3/10 mi. NW of intersection with St. Rt. 644, c. 4.2 mi. NW of Zuni.",36.874554,-76.780437,236.0,Raphanus raphanistrum L.,raphanistrum
4912304551,0,5,15,4912304551,4912304551,BRY,Robert L. Johnson,2015-07-29,210,210,2015,7,29,2015-7-29,California,San Luis Obispo,NA,"At bottom of beach access stairs off Wilmar Ave, Pismo Beach.",35.14627,-120.64832,NA,Raphanus sativus L.,sativus
3344481294,2,2,4,3344481294,3344481294,CLEMS,S. W. Leonard,1969-04-10,100,100,1969,4,10,NA,North Carolina,Brunswick,NA,Brunswick,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897880733,0,2,10,3897880733,3897880733,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Monmouth,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2573485884,3,28,15,2573485884,2573485884,COLO,NA,NA,NA,NA,NA,NA,NA,NA,California,Fresno,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
4101881493,4,4,8,4101881493,4101881493,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Lee,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5106284962,7,10,26,5106284962,5106284962,UNCC,"Daggy, Tom",1975-05-10,130,130,1975,5,10,1975-5-10,North Carolina,Alexander,NA,Rocky Face,35.972354,-81.108692,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
2234334360,2,5,5,2234334360,2234334360,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Powhatan,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3709808233,3,15,9,3709808233,3709808233,GA,"Lynch, P.",2010-03-28,87,87,2010,3,28,NA,Georgia,Houston County,NA,Oaky Woods WMA,32.500697,-83.528061,NA,Raphanus raphanistrum L.,raphanistrum
3865376386,1,5,12,3865376386,3865376386,PH,A. Commons,1898-06-30,181,181,1898,6,30,NA,Delaware,Kent,NA,Woodland Beach,39.333446,-75.474644,1933.0,Raphanus raphanistrum L.,raphanistrum
3344414990,0,5,11,3344414990,3344414990,CLEMS,"Frampton, John E.",1972-07-23,205,205,1972,7,23,23 July 1972,South Carolina,Dorchester,NA,"Tupperway Farm, Knightsville, S.C.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2452255488,0,3,28,2452255488,2452255488,US,E. K. Balls,1941-06-14,165,165,1941,6,14,NA,New York,NA,NA,"Between Cross Island Bd & 14th Ave. Robinwood, Queens, L. I.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067923816,1,1,0,5067923816,5067923816,University of New Hampshire,R. A. Howard,1967-07-07,188,188,1967,7,7,NA,New Hampshire,Rockingham,Rye,"Appledore Island, Isles of Shoals",43.01408,-70.76224,5957.0,Raphanus raphanistrum L.,raphanistrum
CDA-0007749,1,21,3,CDA-0007749,3059687204,CDA,Mike Lahti,2008-03-11,71,71,2008,3,11,3/11/2008,California,Riverside,NA,"San Jacinto, 950 N. Ramona Blvd.",33.8,-116.97,NA,Raphanus raphanistrum L.,raphanistrum
1998952570,1,8,21,1998952570,1998952570,GH,F. C. Seymour,1958-06-22,173,173,1958,6,22,22 June 1958,Massachusetts,Bristol County,Dighton,Dighton,41.84376,-71.15307,3992m,Raphanus raphanistrum L.,raphanistrum
2573128020,1,9,31,2573128020,2573128020,VT,NA,1968-08-23,236,236,1968,8,23,1968-8-23,Massachusetts,Franklin,Deerfield,NA,42.52202,-72.60972,7304.0,Raphanus raphanistrum L.,raphanistrum
3969592823,1,11,8,3969592823,3969592823,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2430531849,0,6,52,2430531849,2430531849,RSA,Lyman Benson,1945-05-21,141,141,1945,5,21,May 21 1945,California,Los Angeles,NA,Claremont: Indian Hill. Pacific Slope Drainage Area.,34.115,-117.713333,400.0,Raphanus sativus L.,sativus
3865380397,1,9,4,3865380397,3865380397,PH,Ida K. Langman,1939-08-31,243,243,1939,8,31,NA,Pennsylvania,Monroe,NA,"along the Delaware, 2 mi. E of Bushkill",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070880496,0,0,0,5070880496,5070880496,MARY,E. G. Worthley,1949-10-23,296,296,1949,10,23,10/23/49,Maryland,Baltimore,NA,"Owings Mills, L.H.F.",39.419,-76.77925,NA,Raphanus raphanistrum L.,raphanistrum
2234331565,1,0,26,2234331565,2234331565,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Rutherford,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897880621,0,0,21,3897880621,3897880621,CHRB,R. E. Schuh; N. L. Britton,1886-08,NA,NA,1886,8,NA,Aug. 1886,New Jersey,Bergen,Lyndhurst,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865107326,1,4,9,3865107326,3865107326,PH,Robert C. Alexander,1953-04-29,119,119,1953,4,29,April 29 1953,New Jersey,Cape May,NA,"411 Pacific Ave., W Cape May",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969593859,0,3,24,3969593859,3969593859,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
1999102041,0,7,19,1999102041,1999102041,GH,Mrs. C. S. Wilson,1914,NA,NA,1914,NA,NA,July 1914,New Hampshire,Sullivan County,Newport,Newport,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067924812,0,3,40,5067924812,5067924812,University of New Hampshire,H. E. Sargent,1911-07-20,201,201,1911,7,20,NA,New Hampshire,Carroll,Wolfeboro,"Grain fields, etc.",43.61174,-71.1706,9493.0,Raphanus raphanistrum L.,raphanistrum
5103560421,3,36,24,5103560421,5103560421,UTEP,Collector(s): Richard D. Worthington,1998-03-14,73,73,1998,3,14,14 MAR 1998,Texas,Smith County,NA,"Tyler, Broadway at the Loop",32.34766,-95.300664,5027.0,Raphanus raphanistrum L.,raphanistrum
SML_1999334642,1,2,0,SML_1999334642,1999334642,ECON,N. T. Kidder,1917-07-19,200,200,1917,7,19,NA,Massachusetts,Norfolk County,Milton,my garden,NA,NA,NA,Raphanus sativus L.,sativus
3855563086,1,4,7,3855563086,3855563086,UF,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859111284,6,6,1,2859111284,2859111284,CM,"Utech, F.H.",1994-06-17,168,168,1994,6,17,NA,Pennsylvania,Westmoreland,NA,"South Huntingdon Township, 0.5 mi S on Camp Tenacharison Road from PA 981",40.118056,-79.671667,NA,Raphanus raphanistrum L.,raphanistrum
5070880615,3,1,2,5070880615,5070880615,MARY,Ralph M. Quinn,1954-06-27,178,178,1954,6,27,6/27/54,Maryland,Baltimore,NA,NA,39.483666,-76.638333,NA,Raphanus sativus L.,sativus
3865380401,0,0,1,3865380401,3865380401,PH,M.W. Twaddell,1870-05-28,148,148,1870,5,28,May 28 1870,New Jersey,Cape May,NA,Cape May,38.935113,-74.906005,3624.0,Raphanus raphanistrum L.,raphanistrum
3865093278,1,3,7,3865093278,3865093278,PH,"John M. Fogg, Jr.",1944-09-21,265,265,1944,9,21,NA,Pennsylvania,Chester,NA,1.5 mi. S of Chester Springs,40.078371,-75.615414,1977.0,Raphanus raphanistrum L.,raphanistrum
